0123|FECHADURA TEK WC CROMADA|UN||84.685|20.00|22.20|41.00|1||500|0.00|0.00|0.00|0.00|41.00|8301.40.00|5.405|12.0000
0124|FECHADURA PRATIKA EXT OXI|UN||76.471|20.00|42.50|75.00|1||500|0.00|0.00|0.00|0.00|75.00|8301.40.00|5.405|8.0000
0125|FECHADURA PRATIKA INT OXI|UN||71.233|20.00|29.20|50.00|1||500|0.00|0.00|0.00|0.00|50.00|8301.40.00|5.405|-1.0000
0126|FECHADURA PRATIKA WC OXI|UN||71.233|20.00|29.20|50.00|1||500|0.00|0.00|0.00|0.00|50.00|8301.40.00|5.405|2.0000
0127|FECHADURA CLICK EXT OXI|UN||67.442|20.00|43.00|72.00|1||500|0.00|0.00|0.00|0.00|72.00|8301.40.00|5.405|-1.0000
0128|FECHADURA CLICK INT OXI|UN||68.874|20.00|30.20|51.00|1||500|0.00|0.00|0.00|0.00|51.00|8301.40.00|5.405|4.0000
0129|FECHADURA CLICK WC OXI|UN||68.874|20.00|30.20|51.00|1||500|0.00|0.00|0.00|0.00|51.00|8301.40.00|5.405|-5.0000
0130|FECHADURA EXATA II INT OXI|UN||77.778|20.00|31.50|56.00|1||500|0.00|0.00|0.00|0.00|56.00|8301.40.00|5.405|0.0000
0131|FECHADURA EXATA II WC OXI|UN||77.778|20.00|31.50|56.00|1||500|0.00|0.00|0.00|0.00|56.00|8301.40.00|5.405|0.0000
0132|FECHADURA EXATA II EXT OXI|UN||71.154|20.00|52.00|89.00|1||500|0.00|0.00|0.00|0.00|89.00|8301.40.00|5.405|0.0000
0133|FECHADURA EXATA II EXT CROMADA|UN||71.154|20.00|52.00|89.00|1||500|0.00|0.00|0.00|0.00|89.00|8301.40.00|5.405|2.0000
0134|FECHADURA EXATA II INT CROMADA|UN||69.300|20.00|44.30|75.00|1||500|0.00|0.00|0.00|0.00|75.00|8301.40.00|5.405|4.0000
0135|FECHADURA EXATA II WC CROMADA|UN||66.667|20.00|45.00|75.00|1||500|0.00|0.00|0.00|0.00|75.00|8301.40.00|5.405|-1.0000
0136|PRANCHADO IPE CHAMP|M3||117.021|20.00|2350.00|5100.00|4||500|6000.00|5390.00|7007.00|5200.00|8408.00|4407.99.90|5.405|-17.8876
0137|PRANCHADO ANGELIN|M3||125.714|20.00|1750.00|3950.00|4||500|5000.00|8000.00|0.00|5000.00|0.00|4407.99.90|5.405|-4.0366
0138|PREGO DE ACO 15X15 KG|UN||70.029|20.00|34.70|59.00|1||500|0.00|0.00|0.00|0.00|59.00|7317.00.90|5.405|5.0000
